simple_cnn,0.25,1,70324,1.9405317555316433,0.471190781049936,2.1519653588294982,0.4379,0
asymetric_cnn,0.25,1,70492,1.8207120315366152,0.4984795134443022,2.051128324794769,0.4603,0
depth_cnn,0.25,1,49397,2.178063667385282,0.42127480793854033,2.2975995412826538,0.4092,0
resnet_cnn,0.25,1,23166,2.4372082525880936,0.3748199423815621,2.5842290027618406,0.3626,0
simple_vit,0.25,1,51004,1.6918845213329594,0.52886923815621,2.252627656364441,0.4198,0
simple_cnn,0.5,1,254468,1.2760227253128715,0.6274007682458387,2.1200989669799806,0.488,0
asymetric_cnn,0.5,1,255188,1.221913435929258,0.6396246798975672,2.021863275003433,0.5049,0
depth_cnn,0.5,1,169573,1.7665714652834414,0.5142445582586428,2.082332579231262,0.4621,0
resnet_cnn,0.5,1,78176,1.663161835810897,0.5372519206145967,1.9960300952911376,0.4916,0
simple_cnn,0.75,1,552532,0.996510768898318,0.7002840909090909,2.503067439365387,0.4848,0
asymetric_cnn,0.75,1,554188,1.0346743037468644,0.691741357234315,2.2120641268730163,0.5162,0
depth_cnn,0.75,1,360661,1.3923249089763656,0.6015524967989757,2.0470778581619262,0.4925,0
simple_cnn,1.0,1,964516,0.9015265690608764,0.7299935979513444,2.8382207419395447,0.4681,0
resnet_cnn,0.75,1,165130,1.2967044224964976,0.6262403969270166,1.8665624203681945,0.5269,0
asymetric_cnn,1.0,1,967492,0.9360634318997705,0.7197103072983355,2.3218693179130554,0.4975,0
simple_vit,0.5,1,182500,0.45351294348929816,0.8507122279129321,3.29921758108139,0.4336,0
depth_cnn,1.0,1,622661,1.1599464827096722,0.6621118758002561,2.0058316720962526,0.504,0
simple_cnn,1.25,1,1490420,0.6519661775090172,0.8032170294494239,3.39373577003479,0.4659,0
resnet_cnn,1.0,1,284028,1.0283787742009083,0.6935219270166453,1.927820391178131,0.5498,0
asymetric_cnn,1.25,1,1495100,0.8233756088722073,0.7538012163892446,2.759754664325714,0.4916,0
simple_cnn,1.5,1,2130244,0.6632749042575093,0.7999759923175416,3.5570649110794066,0.4699,0
depth_cnn,1.25,1,955573,0.9279009892906941,0.7195302496798975,2.0288277675628663,0.5233,0
asymetric_cnn,1.5,1,2137012,0.9310519335440881,0.7207706466069143,2.609606487131119,0.4817,0
simple_cnn,1.75,1,2883988,0.6725703607409925,0.8008362676056338,4.044078981113434,0.4457,0
simple_vit,0.75,1,396940,0.14113912805103995,0.9534050896286812,4.462518495368958,0.4454,0
resnet_cnn,1.25,1,434870,0.8233877992813169,0.7477192701664532,1.9870716381072997,0.5605,0
depth_cnn,1.5,1,1359397,0.6424681601161077,0.7985755441741357,2.260374832677841,0.5304,0
simple_cnn,2.0,1,3751652,0.4869081746600807,0.857514404609475,4.321956034088135,0.4682,0
asymetric_cnn,1.75,1,2893228,0.853053350492873,0.7425376120358514,2.610821631717682,0.4836,0
depth_cnn,1.75,1,1834133,0.5799662432085995,0.8171214788732394,2.3211876511096956,0.5277,0
resnet_cnn,1.5,1,617656,0.7278648514906362,0.7746678937259923,1.9024280608177184,0.5815,0
asymetric_cnn,2.0,1,3763748,4.6051782175764995,0.010003201024327784,4.6051784523010255,0.01,0
simple_vit,1.0,1,694324,0.07615733825960572,0.9755521766965429,4.5383892630577085,0.4594,0
depth_cnn,2.0,1,2379781,0.47951885851794107,0.8458506722151088,2.3256086949825288,0.5412,0
resnet_cnn,1.75,1,832386,0.47099251503294165,0.8488116197183099,2.296814787864685,0.5818,0
resnet_cnn,2.0,1,1079060,0.4667721679016814,0.8483714788732394,2.203374091625214,0.5872,0
simple_vit,1.25,1,1074652,0.05758961078233268,0.9811739756722151,4.995197813796997,0.4405,0
simple_vit,1.5,1,1537924,0.06257039253038287,0.9798935659411011,4.760272112464905,0.4438,0
simple_cnn,0.25,1,157108,1.6522165368764827,0.5328125,2.3146020825386047,0.4267,0
simple_cnn,0.5,1,575492,0.9554288135125086,0.707411858974359,2.763086659049988,0.4461,0
simple_cnn,0.75,1,1255252,0.6540084346746787,0.793770032051282,3.1446274291992187,0.4628,0
simple_cnn,1.0,1,2196388,0.5063548517914919,0.8418269230769231,3.7746752638816834,0.4633,0
simple_cnn,0.25,1,157108,1.551452839680207,0.5583733974358974,2.3771901781082154,0.4225,0
simple_cnn,0.5,1,575492,0.8100883062069233,0.7453525641025641,3.2700157320022583,0.4385,0
simple_cnn,0.75,1,1255252,0.5571197856695224,0.8267427884615385,3.7264506872177123,0.4578,0
simple_cnn,0.25,1,157108,1.4413834000245118,0.5841145833333333,2.3290595846176148,0.4384,0
simple_cnn,1.0,1,2196388,4.617882814162817,0.009995993589743589,4.617901712799072,0.01,0
simple_cnn,1.0,1,2196388,4.605973071318406,0.009995993589743589,4.605984479522705,0.01,0
simple_cnn,1.0,1,2196388,0.3317792772864684,0.89609375,2.714553058719635,0.5016,0
simple_cnn,1.0,1,2196388,0.23250575902370307,0.9263421474358975,2.844747631931305,0.5027,0
