searchable_mobilenet,1.0,1.0,0.4879807692307692,0.7663273600000001
searchable_mobilenet,1.0,1.2,0.483974358974359,0.7537386800000001
searchable_mobilenet,1.0,1.4,0.5240384615384616,0.7237340000000001
searchable_mobilenet,1.0,1.6,0.5176282051282052,0.7186632799999999
searchable_mobilenet,1.0,1.8,0.5380608974358975,0.74797918
searchable_mobilenet,1.0,2.0,0.5396634615384616,0.7180686

searchable_alexnet,1.0,5,0.6582532051282052,0.65783146
searchable_alexnet,1.0,6,0.6550480769230769,0.65141944
searchable_alexnet,1.0,7,0.6454326923076923,0.64377486
searchable_alexnet,1.0,8,0.09735576923076923,0.47014018
searchable_alexnet,1.0,9,0.5885416666666666,0.6586864
searchable_alexnet,1.0,10,0.09815705128205128,0.5050557200000001

searchable_transformer,1.0,10,0.4723557692307692,0.6755815000000001
searchable_transformer,1.0,12,0.47315705128205127,0.7279152999999999
searchable_transformer,1.0,14,0.4623397435897436,0.71805704
searchable_transformer,1.0,16,0.44751602564102566,0.69905706
searchable_transformer,1.0,18,0.469150641025641,0.70849504
searchable_transformer,1.0,20,0.4699519230769231,0.69328814

searchable_resnet,1.0,9,0.6907051282051282,0.6936237199999999
searchable_resnet,1.0,15,0.6682692307692307,0.6870228600000001
searchable_resnet,1.0,20,0.6927083333333334,0.68484922
searchable_resnet,1.0,26,0.6418269230769231,0.71507782
searchable_resnet,1.0,32,0.6606570512820513,0.6994124799999999
searchable_resnet,1.0,38,0.6330128205128205,0.7247356
searchable_resnet,1.0,44,0.6221955128205128,0.70734346


searchable_mobilenet,1.0,1.0,0.5048076923076923,0.7663273600000001
searchable_alexnet,1.0,5,0.6810897435897436,0.65783146
searchable_resnet,1.0,9,0.7143429487179487,0.6936237199999999
searchable_mobilenet,1.25,1.0,0.5328525641025641,0.76828526
searchable_transformer,1.0,10,0.45913461538461536,0.6755815000000001
searchable_mobilenet,1.5,1.0,0.5300480769230769,0.75151754
searchable_alexnet,1.25,5,0.6690705128205128,0.67880672
searchable_mobilenet,1.75,1.0,0.547676282051282,0.73250008
searchable_transformer,1.25,10,0.49439102564102566,0.7168691
searchable_resnet,1.25,9,0.6446314102564102,0.6850349
searchable_mobilenet,2.0,1.0,0.5364583333333334,0.7526981599999999
searchable_mobilenet,2.25,1.0,0.5188301282051282,0.74553288
searchable_transformer,1.5,10,0.484775641025641,0.7388283200000001
searchable_alexnet,1.5,5,0.6630608974358975,0.64833218
searchable_mobilenet,2.5,1.0,0.5388621794871795,0.7447400200000001
searchable_resnet,1.5,9,0.6999198717948718,0.699624
searchable_transformer,1.75,10,0.49238782051282054,0.71136092
searchable_mobilenet,1.0,1.0,0.483974358974359,0.7663273600000001
searchable_mobilenet,1.25,1.0,0.5328525641025641,0.76828526
searchable_transformer,2.0,10,0.46955128205128205,0.7145336600000001
searchable_mobilenet,1.5,1.0,0.5300480769230769,0.75151754
searchable_mobilenet,1.75,1.0,0.547676282051282,0.73250008
searchable_mobilenet,2.0,1.0,0.5364583333333334,0.7526981599999999
searchable_resnet,1.75,9,0.6991185897435898,0.69754064
searchable_mobilenet,2.25,1.0,0.5188301282051282,0.74553288
searchable_mobilenet,2.5,1.0,0.5388621794871795,0.7447400200000001
searchable_mobilenet,1.0,1.0,0.4083333333333333,0.7663273600000001
searchable_mobilenet,1.25,1.0,0.440625,0.76828526


searchable_alexnet,0.5,5,0.625801282051282,0.60457089
searchable_alexnet,0.5,5,0.6394230769230769,0.60457089
searchable_alexnet,0.5,5,0.6532451923076923,0.60457089
searchable_alexnet,0.5,5,0.6422275641025641,0.60457089
searchable_mobilenet,1.25,1.0,0.5504807692307693,0.7598285699999999
searchable_mobilenet,1.5,1.0,0.5735176282051282,0.75008519
searchable_alexnet,0.5,5,0.6065705128205128,0.60457089
searchable_mobilenet,0.5,1.0,0.48497596153846156,0.7582671999999999
simple_cnn,0.5,1,0.6191907051282052,0.7060521900000001
searchable_alexnet,0.5,5,0.6420272435897436,0.60457089
simple_cnn,0.5,1,0.6131810897435898,0.7060521900000001
depth_cnn,0.5,5,0.4983974358974359,0.7592832899999999
depth_cnn,0.5,5,0.515625,0.7592832899999999
resnet_cnn,0.5,1,0.6147836538461539,0.6943586500000001
asymetric_cnn,1.0,10,0.5530849358974359,0.7199635999999999
bottle_cnn,1.0,9,0.6450320512820513,0.68363023
simple_cnn,0.5,5,0.609375,0.7040978199999999
