shadow,simple_cnn,0.25,1,70324,0,0,0,0,0.9233008828125
shadow,asymetric_cnn,0.25,1,70492,0,0,0,0,0.527134015625
shadow,depth_cnn,0.25,1,49397,0,0,0,0,0.9318661953125
shadow,resnet_cnn,0.25,1,23166,0,0,0,0,0.767281
shadow,simple_cnn,0.5,1,254468,0,0,0,0,0.9532388203125
shadow,asymetric_cnn,0.5,1,255188,0,0,0,0,0.9509944687499998
shadow,depth_cnn,0.5,1,169573,0,0,0,0,0.9567706953124999
shadow,simple_vit,0.25,1,51004,0,0,0,0,0.9493745234375
shadow,resnet_cnn,0.5,1,78176,0,0,0,0,0.923701890625
shadow,simple_cnn,0.75,1,552532,0,0,0,0,0.9260480312500001
shadow,asymetric_cnn,0.75,1,554188,0,0,0,0,0.527297765625
shadow,depth_cnn,0.75,1,360661,0,0,0,0,0.9603859296874999
shadow,simple_cnn,1.0,1,964516,0,0,0,0,0.9493436953125
shadow,resnet_cnn,0.75,1,165130,0,0,0,0,0.9341639296875001
shadow,asymetric_cnn,1.0,1,967492,0,0,0,0,0.52729559375
shadow,simple_cnn,1.25,1,1490420,0,0,0,0,0.95575740625
shadow,depth_cnn,1.0,1,622661,0,0,0,0,0.963186125
shadow,simple_vit,0.5,1,182500,0,0,0,0,0.96358625
shadow,asymetric_cnn,1.25,1,1495100,0,0,0,0,0.527377140625
shadow,resnet_cnn,1.0,1,284028,0,0,0,0,0.9433273359375001
shadow,simple_cnn,1.5,1,2130244,0,0,0,0,0.9506879296875
shadow,depth_cnn,1.25,1,955573,0,0,0,0,0.9683273671875001
shadow,asymetric_cnn,1.5,1,2137012,0,0,0,0,0.9567841093749998
shadow,simple_cnn,1.75,1,2883988,0,0,0,0,0.9566508359375
shadow,resnet_cnn,1.25,1,434870,0,0,0,0,0.9558255078125002
shadow,depth_cnn,1.5,1,1359397,0,0,0,0,0.9721531015624999
shadow,simple_vit,0.75,1,396940,0,0,0,0,0.9707333203125
shadow,simple_cnn,2.0,1,3751652,0,0,0,0,0.955640390625
shadow,asymetric_cnn,1.75,1,2893228,0,0,0,0,0.52725615625
shadow,depth_cnn,1.75,1,1834133,0,0,0,0,0.9655580234375
shadow,resnet_cnn,1.5,1,617656,0,0,0,0,0.9430409843750001
shadow,asymetric_cnn,2.0,1,3763748,0,0,0,0,0.5272682656250001
shadow,depth_cnn,2.0,1,2379781,0,0,0,0,0.9654317968749999
shadow,resnet_cnn,1.75,1,832386,0,0,0,0,0.9408252109374999
shadow,simple_vit,1.0,1,694324,0,0,0,0,0.97054909375
shadow,resnet_cnn,2.0,1,1079060,0,0,0,0,0.9591850781250001
shadow,simple_vit,1.25,1,1074652,0,0,0,0,0.969460671875
